image_path,instruction,description,input
001979.jpg,Provide a detailed and accurate description of the image within 50 words.,"Two figures, dressed in dark clothing and wearing hats, stand in front of a building with large windows. A strand of lights hangs over the windows, creating a festive feel. The building has a weathered exterior, and the windows are old and ornate.  The figures stand silently, creating an air of mystery.","label_boundingbox:{person: {'xyxy': {'Left': 231, 'Top': 322, 'Right': 277, 'Bottom': 425}}},
caption:two people walking down a street.,
image_embedding:[-0.18, 0.2, 0.05, 0.55, -0.52, -0.03, 0.58, 0.18, -0.19, 0.01, 0.01, 0.12, 0.19, -0.08, 1.13, 0.56, -1.23, 0.19, 0.52, 0.04, -0.47, 0.67, 0.48, 0.41, 0.27, 0.45, -0.23, -0.36, -0.79, 0.54, -0.45, 0.85, 0.05, 0.18, -0.32, -0.23, -0.07, 0.37, -0.23, 0.25, -0.61, 0.36, 0.97, 0.03, -2.88, 0.06, 0.45, -0.37, 0.58, -0.9, -0.71, 0.08, -0.21, 0.45, -0.24, 0.69, 0.43, -0.34, -0.2, -0.79, 0.34, -0.42, 0.07, -0.52]"
006287.jpg,Provide a detailed and accurate description of the image within 50 words.,"A woman sits on a purple couch in a living room, looking thoughtful. She is dressed in jeans and a maroon top. The couch is next to a large window with sheer purple curtains. The room is decorated with framed artwork.","label_boundingbox:{sofa: {'xyxy': {'Left': 0, 'Top': 196, 'Right': 471, 'Bottom': 374}},person: {'xyxy': {'Left': 208, 'Top': 142, 'Right': 411, 'Bottom': 375}}},
caption:a woman sitting on a couch.,
image_embedding:[-0.29, -0.51, -0.01, 0.68, -0.02, 0.05, 0.01, -0.91, -0.28, 0.34, -0.5, 0.12, -0.07, 0.32, -0.3, -0.93, -0.84, 0.23, 0.47, -0.15, -0.03, -0.65, -1.0, 0.0, -0.01, 0.42, 0.04, 0.54, 0.03, -0.06, 0.42, 0.79, -0.58, 0.49, 1.25, -0.92, -0.06, -1.12, -0.03, -0.13, -0.86, 0.12, 0.12, -0.06, -2.62, 0.25, 0.17, -0.09, 0.51, -0.09, -0.25, 0.29, 0.03, 0.59, -0.28, -0.52, -0.45, -0.92, -0.29, -0.08, 0.21, 0.91, -0.01, -0.5]"
008897.jpg,Provide a detailed and accurate description of the image within 50 words.,"A young man in a red shirt and glasses sits on the floor and laughs, looking directly at the camera. He sits in front of a desk with a chair and a sleeping bag behind him.  There are more furniture and items in the background of this dorm room.","label_boundingbox:{tvmonitor: {'xyxy': {'Left': 435, 'Top': 1, 'Right': 499, 'Bottom': 41}},chair: {'xyxy': {'Left': 294, 'Top': 41, 'Right': 433, 'Bottom': 220}},person: {'xyxy': {'Left': 183, 'Top': 78, 'Right': 380, 'Bottom': 334}}},
caption:a boy sitting on the floor.,
image_embedding:[0.51, 0.2, -0.01, 0.56, -0.01, 0.27, 0.01, 0.29, -0.74, 0.11, -0.24, 0.29, -0.03, 0.51, 0.0, 0.36, 0.39, 0.87, 0.65, 0.36, -0.19, -0.99, 0.03, -0.46, 0.36, -1.34, -0.82, -0.29, -0.29, 0.43, 1.16, 1.22, -0.1, -0.34, -0.37, 0.07, 0.6, 0.0, 0.54, -0.94, 0.25, -0.56, 0.92, 1.0, -3.72, 0.29, -1.4, -0.13, -0.13, 0.81, -0.14, 0.03, -0.46, 0.27, -1.06, -0.02, -0.15, -0.42, -0.01, -0.39, -0.31, 1.23, -0.2, 0.14]"
004175.jpg,Provide a detailed and accurate description of the image within 50 words.,"A woman with long brown hair is holding a digital camera in front of her, smiling as she uses her right hand to operate the camera. She appears to be taking a photo.  She's wearing a gray sweater and is looking directly at the camera.","label_boundingbox:{person: {'xyxy': {'Left': 0, 'Top': 13, 'Right': 500, 'Bottom': 375}}},
caption:a woman holding a cell.,
image_embedding:[0.88, -0.23, -0.0, 0.35, 0.01, -0.08, 0.06, -0.5, 0.05, -0.22, -0.65, 0.55, -1.15, -0.03, -0.75, 0.49, 0.35, 0.86, 0.29, -0.92, 0.66, -0.52, -0.33, 0.13, -0.63, 0.32, -0.38, 0.0, 0.04, 0.59, 0.11, 0.19, -0.41, 0.39, 0.04, 0.11, -0.16, 0.28, -0.27, 0.26, 1.09, 0.32, 0.37, 0.47, -3.6, 0.06, -0.53, -0.03, 0.42, -0.68, -0.4, -0.13, -0.25, 0.58, -0.5, 0.87, 0.29, -0.79, -0.02, 0.22, -0.18, 0.75, -0.19, -0.18]"
001572.jpg,Provide a detailed and accurate description of the image within 50 words.,"A yellow Peugeot 207 sits inside a car show, with a smaller, silver car visible in the background. The Peugeot 207 has a blue background and a lit-up, white sign with Peugeot written on it.  A few people can be seen walking around the show.","label_boundingbox:{person: {'xyxy': {'Left': 214, 'Top': 92, 'Right': 237, 'Bottom': 116}},car: {'xyxy': {'Left': 3, 'Top': 107, 'Right': 429, 'Bottom': 349}}},
caption:a yellow car,
image_embedding:[-0.62, 0.55, 0.22, 0.21, 0.34, -0.31, -0.17, 0.7, -0.39, -1.0, 0.42, -0.66, 0.28, -0.88, -0.51, -0.8, -0.85, 0.47, 0.02, -0.07, 1.21, 0.54, 0.17, 0.35, -0.05, 0.04, 0.05, 0.1, 0.39, 0.38, -0.1, -0.36, -0.71, 0.02, 1.03, -0.58, 0.28, 0.65, -1.31, -0.29, -0.44, 0.18, -0.26, -0.28, -1.66, 0.72, 0.98, -0.06, 0.8, -0.78, -1.01, -1.12, -0.87, 0.39, -0.16, -0.6, 0.33, 0.09, -0.35, 0.59, 0.52, 1.11, 0.5, -0.65]"
009633.jpg,Provide a detailed and accurate description of the image within 50 words.,"A man wearing a striped shirt sits on a train, looking towards the camera with other passengers behind him.","label_boundingbox:{sofa: {'xyxy': {'Left': 11, 'Top': 156, 'Right': 500, 'Bottom': 375}},bottle: {'xyxy': {'Left': 0, 'Top': 205, 'Right': 14, 'Bottom': 250}},person: {'xyxy': {'Left': 151, 'Top': 35, 'Right': 393, 'Bottom': 275}}},
caption:a boy sitting at a table.,
image_embedding:[-1.13, 0.76, 0.54, 0.52, -0.01, 0.31, -1.06, 0.59, 0.87, -0.03, 1.17, -0.01, -0.25, 0.25, 0.87, -0.27, 0.25, 0.76, 0.62, 0.93, 0.63, -0.03, 0.53, 0.58, -0.69, 0.19, -0.99, -0.32, -0.28, 0.1, 1.04, -0.27, -0.26, 0.22, 0.95, 0.13, -0.43, 0.34, 0.33, 0.02, 0.07, 0.88, 0.97, -0.15, -2.86, -0.35, 0.3, -0.11, 0.1, -0.65, -0.76, -0.37, -0.59, 0.64, -0.06, -1.64, -0.3, -0.21, -0.19, 0.04, -0.31, 0.2, 0.0, 0.03]"
001695.jpg,Provide a detailed and accurate description of the image within 50 words.,"A Sony DVD player displays an error message on the screen that reads, Cannot play this disc. The background of the screen is a blurred blue gradient, and the text is white.","label_boundingbox:{tvmonitor: {'xyxy': {'Left': 46, 'Top': 51, 'Right': 500, 'Bottom': 375}}},
caption:a tv screen with a blue screen on it.,
image_embedding:[0.21, 0.31, 0.01, 1.37, -0.01, 0.08, 0.31, -0.46, -0.45, 0.06, 0.36, 0.12, -1.2, -0.57, 0.28, -0.46, 0.48, 0.46, -0.03, -0.29, -0.51, -0.88, -0.64, -0.08, -0.12, 0.38, 0.72, 0.13, 0.03, -0.53, 0.75, -0.01, -0.16, -0.16, -0.66, -0.35, -0.09, -0.04, -0.61, 0.28, -0.16, 0.11, -0.52, 0.37, -1.43, 0.72, 0.73, 0.37, 1.24, 0.01, -0.13, 0.19, 0.32, 0.95, -0.84, 0.37, 0.28, -0.34, -0.63, 0.34, -0.36, 0.0, -0.23, -0.42]"
006485.jpg,Provide a detailed and accurate description of the image within 50 words.,"A white and red train sits on the tracks at a train station. the train is on a straight section of track, with the platform to the left. the image was taken from a low angle, showing the train's undercarriage.  there are buildings and greenery in the background.","label_boundingbox:{train: {'xyxy': {'Left': 204, 'Top': 124, 'Right': 286, 'Bottom': 228}}},
caption:a train coming down the tracks.,
image_embedding:[-0.57, 0.57, 0.32, 0.44, -0.63, -0.09, -0.15, 0.75, -0.05, -0.36, 0.43, -0.16, -0.19, 0.41, -0.44, -0.39, 0.34, 0.28, 0.56, -0.43, -0.35, 0.63, 0.03, 0.82, -0.36, -0.28, 0.62, -0.01, -0.58, 0.79, 0.04, -0.14, -0.61, 0.42, -0.75, -0.28, 1.03, 0.05, 0.4, -0.55, -0.15, 0.29, 0.37, -1.31, -4.29, -0.17, -0.39, -0.26, 0.14, 0.3, -0.3, 0.38, -0.77, 1.28, -0.07, 0.23, -0.49, 0.14, 0.03, -0.19, -0.92, 0.09, 0.0, 0.2]"
002650.jpg,Provide a detailed and accurate description of the image within 50 words.,"A cozy living room with a couch, two chairs, a coffee table, and a side table. The room has large windows, wooden floors, and patterned carpet.  The sun streams through the windows, illuminating the space.","label_boundingbox:{car: {'xyxy': {'Left': 320, 'Top': 45, 'Right': 377, 'Bottom': 85}},chair: {'xyxy': {'Left': 221, 'Top': 73, 'Right': 309, 'Bottom': 205}},sofa: {'xyxy': {'Left': 0, 'Top': 130, 'Right': 159, 'Bottom': 361}}},
caption:a living room with a couch and two chairs.,
image_embedding:[1.13, 0.05, 0.11, -0.26, -0.25, -0.16, 0.55, -0.14, -0.79, 0.44, -0.86, -0.1, -0.06, 1.09, 0.38, 0.3, -0.03, 0.79, 0.27, -0.51, -0.24, -0.64, -0.17, -0.17, 0.27, 0.44, -1.14, -0.3, -0.18, -0.34, 0.04, 0.38, -0.77, 0.69, 0.5, -0.86, -1.11, 0.15, -0.15, 0.03, -0.96, 0.55, 0.59, -0.17, -4.35, -0.07, -1.18, -0.5, 0.57, 0.27, 0.58, 0.37, 0.04, -0.03, 0.31, 0.35, -0.47, -1.02, 0.25, -0.36, 0.82, 1.6, -0.39, -0.29]"
007357.jpg,Provide a detailed and accurate description of the image within 50 words.,"A peaceful lake scene with three boats, two of which are in the foreground and carrying passengers, the other is in the distance. A large tree branch is in the foreground above the water. The backdrop is of a hazy mountain.","label_boundingbox:{boat: {'xyxy': {'Left': 219, 'Top': 144, 'Right': 294, 'Bottom': 168}}},
caption:some boats in the water.,
image_embedding:[-0.45, -0.3, -0.01, 0.19, 0.22, -0.38, 0.4, -0.65, 0.78, 1.45, -0.27, -0.79, -0.05, 0.1, -0.1, 0.14, 0.18, -0.18, -0.23, 1.03, 1.42, -0.26, -0.43, -0.57, 0.04, 0.42, -0.47, -0.47, -0.56, 0.79, 0.69, 0.15, 0.55, -0.08, -0.1, -0.36, 0.84, 0.3, 0.75, 0.0, 0.12, 0.6, 0.12, -0.55, -3.94, -0.14, 0.56, -0.08, -0.56, -0.39, -0.81, 0.13, -0.28, -0.98, -0.54, 0.82, 0.02, -0.6, -0.23, -0.08, -0.04, 0.1, 0.06, -0.39]"
003931.jpg,Provide a detailed and accurate description of the image within 50 words.,A black and white checkered aircraft hangs from the ceiling of a museum with a large window in the background. The aircraft's propeller is in the foreground and is partially visible. The plane appears to be a North American P-51 Mustang.,"label_boundingbox:{aeroplane: {'xyxy': {'Left': 80, 'Top': 74, 'Right': 500, 'Bottom': 331}}},
caption:a plane inside of a building.,
image_embedding:[-0.25, 0.33, 0.02, 0.06, 0.56, 0.02, -0.08, -0.03, -0.37, -0.25, -0.13, -0.38, -0.17, -1.61, -0.41, -0.14, 0.04, 0.46, 0.01, 1.08, -0.24, 0.14, -0.45, -0.05, 0.58, 0.18, 0.06, -0.28, 0.1, 0.0, 0.37, -0.22, -0.54, -0.13, -0.1, -0.22, -0.34, -0.79, 1.09, -0.23, -0.83, 0.82, 0.47, -0.15, -2.7, 0.11, 0.0, -0.07, -0.52, 0.41, 0.26, -0.32, -0.82, 0.67, 0.5, -0.01, -0.18, -0.61, 0.15, 0.08, 0.2, 0.46, 0.14, 0.24]"
007593.jpg,Provide a detailed and accurate description of the image within 50 words.,"A motocross rider leans into a turn on his yellow and black dirt bike. he wears a full-face helmet, gloves and protective gear. the course is lined with safety barriers, and the rider is in mid-turn.  the bike's number plate is clearly visible, reading '564'.","label_boundingbox:{person: {'xyxy': {'Left': 75, 'Top': 31, 'Right': 331, 'Bottom': 353}},motorbike: {'xyxy': {'Left': 68, 'Top': 148, 'Right': 398, 'Bottom': 443}}},
caption:a person riding a motorcycle.,
image_embedding:[-0.68, 0.43, -0.03, 0.28, 0.86, 0.42, -0.68, 0.26, -0.39, -1.0, -1.27, 0.03, 0.65, 0.22, -0.24, -0.56, -0.29, -0.19, -0.15, -0.17, 0.48, 0.01, -0.54, 1.03, -0.21, -0.37, -0.82, -0.06, -0.96, -0.13, 0.68, -1.61, 0.17, -0.9, -0.14, -0.72, 0.41, -0.18, 0.49, 0.77, -0.82, -0.05, 0.3, 0.16, -3.0, -0.12, 0.07, -0.13, -0.49, 0.87, -0.22, -0.46, -0.51, -0.64, -0.74, -0.32, -0.02, -0.5, 0.09, 0.06, -0.6, 0.29, 0.09, -0.42]"
009768.jpg,Provide a detailed and accurate description of the image within 50 words.,"A cowboy on horseback rides through a field of cattle, with a water tower in the distance.","label_boundingbox:{cow: {'xyxy': {'Left': 49, 'Top': 168, 'Right': 100, 'Bottom': 237}},person: {'xyxy': {'Left': 351, 'Top': 96, 'Right': 406, 'Bottom': 206}},horse: {'xyxy': {'Left': 343, 'Top': 131, 'Right': 424, 'Bottom': 254}}},
caption:a person on a horse.,
image_embedding:[-0.42, 0.56, 0.7, -0.29, -0.01, -0.31, 0.04, -0.11, 0.97, -0.45, 0.78, -0.56, 0.17, -0.29, -0.34, -0.43, 0.58, 0.33, 0.2, -0.19, -1.29, -0.21, 0.06, 0.16, -0.3, -0.72, -0.78, -0.01, 0.91, 0.29, 0.85, 0.1, -0.05, 0.51, -0.82, -0.61, 0.81, 0.06, 0.58, 0.03, -0.23, 0.6, 0.01, 0.5, -3.57, 0.31, -0.16, -0.49, 0.8, -0.13, -0.07, 0.06, 0.4, -0.1, -0.42, -0.43, 0.64, -0.32, -0.46, -0.38, -0.47, 0.2, -0.32, 0.35]"
005276.jpg,Provide a detailed and accurate description of the image within 50 words.,"A group of four people, three men and a woman, stand with their bikes on a cliff edge overlooking a vast, green valley. All are wearing orange jackets and helmets and are posing for a photograph.","label_boundingbox:{bottle: {'xyxy': {'Left': 465, 'Top': 273, 'Right': 480, 'Bottom': 311}},bicycle: {'xyxy': {'Left': 176, 'Top': 209, 'Right': 331, 'Bottom': 375}},person: {'xyxy': {'Left': 162, 'Top': 105, 'Right': 288, 'Bottom': 375}}},
caption:a group of people on bikes.,
image_embedding:[-0.12, -0.12, -0.51, 0.17, -0.71, -0.18, -0.33, 0.79, -0.68, -0.69, -0.51, 0.34, 0.69, -1.08, -0.3, -0.76, -0.25, -0.69, -0.03, -0.38, 0.6, -0.13, -0.22, 0.33, 0.0, 0.42, 0.68, 1.54, 0.28, 0.52, -0.14, 0.49, -0.13, 0.01, -0.21, -0.4, -0.97, 0.97, 0.12, -0.12, 0.77, 1.17, -0.02, 0.18, -3.33, 0.31, -0.92, -0.48, -0.3, 0.05, -0.92, 0.09, -0.62, 0.18, 0.34, 0.35, -0.13, -0.42, -0.64, 0.41, -0.58, 0.65, 0.55, -0.86]"
001924.jpg,Provide a detailed and accurate description of the image within 50 words.,A black Mercedes-Benz SLK is parked in front of a storefront. The car is facing the camera with its front end visible. The car is parked on a concrete surface and there is a sidewalk in front of the car.  The car has a license plate that reads 0176 DJT.  A second car is partially visible in the background.,"label_boundingbox:{bottle: {'xyxy': {'Left': 95, 'Top': 0, 'Right': 138, 'Bottom': 79}},car: {'xyxy': {'Left': 88, 'Top': 105, 'Right': 442, 'Bottom': 270}}},
caption:two cars parked in front of a store.,
image_embedding:[-0.84, 0.64, 0.26, 0.14, -0.3, -0.92, 0.18, 0.72, -0.21, -0.07, -0.9, -0.19, 0.58, 0.33, 0.17, -0.29, 0.38, 0.16, 0.12, -0.07, 0.14, -0.46, 0.29, -0.6, 0.09, 0.41, 0.06, -0.07, 0.2, 0.02, -0.25, 0.42, -0.66, -0.55, 0.02, 0.91, 1.3, 0.01, 0.08, -0.73, -0.6, 0.73, 0.06, -0.19, -3.44, -0.36, 0.05, 0.16, 0.31, 0.2, -0.43, -0.37, -0.31, 0.33, 0.03, -0.07, 0.35, 0.22, -0.24, -0.35, -0.14, 1.39, -0.33, -1.15]"
006920.jpg,Provide a detailed and accurate description of the image within 50 words.,"Three motorcycle racers speed around a track, leaning into the turns. the racer in the lead wears a green and white suit, with the number 33 on his bike. the other two racers wear red, white and blue suits, with the numbers 49 and 50 on their bikes.  the other two racers are blurry, because they are not as close to the camera.  the racers are going very fast, and their bikes are leaning sharply into the turns.  the track is a paved surface with a grassy area on either side.","label_boundingbox:{motorbike: {'xyxy': {'Left': 60, 'Top': 128, 'Right': 280, 'Bottom': 269}},person: {'xyxy': {'Left': 35, 'Top': 113, 'Right': 241, 'Bottom': 263}}},
caption:a motorcycle race,
image_embedding:[-0.27, -0.2, 0.3, 0.01, 0.15, 0.31, -0.27, 0.72, 0.91, 0.04, -1.02, -0.77, 0.05, 0.13, -1.53, -1.32, -0.9, -0.72, 0.46, 0.64, 0.04, -0.04, -0.61, -0.07, 0.04, 0.27, -0.88, 1.1, -0.58, 0.07, 0.02, 0.29, -1.91, -0.79, 0.14, -0.58, 0.14, -0.37, 0.16, 0.31, 0.1, -0.43, 0.46, -0.05, -2.86, 0.15, -1.62, -0.65, 0.82, 0.9, -0.65, 0.11, -1.04, 0.83, -0.59, 0.05, 0.45, -0.87, -0.25, -0.37, 0.64, 0.99, 0.2, 0.01]"
002769.jpg,Provide a detailed and accurate description of the image within 50 words.,"A white concorde jet sits on the runway, the nose pointed toward the camera. The plane is in the middle of a taxi, with the wheels on the ground.  The plane has a blue sky and green trees in the background.","label_boundingbox:{aeroplane: {'xyxy': {'Left': 8, 'Top': 45, 'Right': 495, 'Bottom': 275}}},
caption:a white airplane on the runway,
image_embedding:[-1.11, 0.02, 0.19, -0.46, 0.18, 0.31, -0.52, -0.06, 0.03, -0.42, -0.45, -0.61, -0.29, -0.32, 0.35, -0.2, -0.34, 0.28, 0.0, 0.18, 0.41, -0.24, 0.28, -0.06, -0.8, -0.38, 0.06, -0.01, -0.3, -0.38, 0.27, -0.93, 0.05, -0.3, 0.25, -0.64, 0.24, 0.62, -0.46, 0.39, -0.2, 0.15, 0.18, 0.1, -4.08, -0.1, -0.03, -0.82, -0.27, -0.33, 0.48, 0.78, -0.09, -0.61, 0.31, 0.16, -0.35, -0.4, -0.77, 0.04, 0.6, 1.4, 0.2, -0.83]"
008829.jpg,Provide a detailed and accurate description of the image within 50 words.,"A white Porsche 911 GT3 RS sits in a dark room, lit by the flash of a camera. The car is surrounded by people, who are mostly obscured by shadow. The car's sharp lines and aggressive stance are highlighted by the dark background.","label_boundingbox:{person: {'xyxy': {'Left': 76, 'Top': 30, 'Right': 121, 'Bottom': 116}},car: {'xyxy': {'Left': 32, 'Top': 61, 'Right': 400, 'Bottom': 251}}},
caption:a white porsche,
image_embedding:[-0.05, 0.53, -0.43, 0.36, 0.0, -0.24, 0.06, -0.43, -0.24, -0.15, 0.39, 0.15, -0.45, 0.02, -1.09, -0.86, 0.14, 0.26, 0.23, -0.03, 0.27, -0.76, -0.6, 0.11, 0.02, -0.22, 0.65, 0.66, 0.19, 0.89, 0.32, -0.29, -0.75, 0.43, 0.39, -0.74, -0.01, -0.11, 1.14, 0.01, -1.05, -0.02, -1.16, 0.26, -4.25, 0.15, 0.38, -0.13, 0.04, -1.32, 0.35, -1.03, -0.74, 0.6, -0.02, 0.55, -0.12, 0.05, -0.11, 0.0, -0.5, 1.65, 0.04, -0.02]"
008625.jpg,Provide a detailed and accurate description of the image within 50 words.,"A black and white photo of a Fokker F27 Friendship airplane of Aer Lingus,  tail number EI-AKI, at an airport tarmac. Three people are walking away from the plane as a baggage cart moves forward.  The plane is on the runway with its engines running.","label_boundingbox:{person: {'xyxy': {'Left': 361, 'Top': 195, 'Right': 386, 'Bottom': 248}},aeroplane: {'xyxy': {'Left': 42, 'Top': 58, 'Right': 500, 'Bottom': 247}}},
caption:a plane,
image_embedding:[-0.2, -0.18, 0.73, 0.02, 0.4, -0.76, 0.29, -0.14, -0.09, -1.25, 1.06, -0.71, 0.72, -0.01, -0.14, -0.4, -0.42, 0.09, 0.13, -0.04, -0.35, 0.74, 0.32, -0.0, -0.16, 0.41, -0.41, 0.24, -0.31, 0.16, 0.57, -0.04, -0.91, -0.16, -0.09, -0.35, -0.07, -0.11, 0.49, -0.57, -0.94, 0.33, 0.75, 0.3, -4.01, 0.29, -0.03, -0.54, -0.09, 0.37, 0.65, 0.45, -0.4, -0.21, 0.87, -1.33, 0.21, -0.75, 0.72, -0.06, -0.02, 1.32, 0.1, -0.05]"
002819.jpg,Provide a detailed and accurate description of the image within 50 words.,"A young rider in a black jacket and white helmet clears a jump on a brown horse. The horse has a white stripe on its face and wears a red and white bridle. The horse is in mid-air over the jump, with its front legs extended.  A second horse and rider can be seen in the background.","label_boundingbox:{person: {'xyxy': {'Left': 194, 'Top': 35, 'Right': 314, 'Bottom': 206}},horse: {'xyxy': {'Left': 74, 'Top': 66, 'Right': 410, 'Bottom': 334}}},
caption:a person riding a horse over an obstacle.,
image_embedding:[-0.4, -0.21, 0.99, -0.03, 0.51, -0.84, -0.69, -0.2, 0.46, -0.07, -1.22, 0.47, 0.18, -0.04, -0.66, -0.46, 0.14, -0.24, 0.07, 0.37, -0.18, -0.13, -1.21, 0.05, -0.04, 0.2, -0.71, -0.93, -0.05, -0.03, 0.46, 1.25, -0.01, -0.68, 0.28, -0.51, -0.13, -0.39, 0.73, 0.45, -0.02, -0.16, -0.01, 0.32, -2.28, 0.24, 0.14, -0.71, 0.2, -0.7, 0.36, -0.22, -0.5, 0.81, -0.27, -1.0, -0.77, -0.54, -0.4, 0.54, -0.37, 0.13, -0.29, -0.37]"
001763.jpg,Provide a detailed and accurate description of the image within 50 words.,"A black and white boston terrier lays on a red couch with its head turned to the left.  A white and grey tabby cat sits behind the dog, staring into the camera.  The cat has a red beaded collar.","label_boundingbox:{cat: {'xyxy': {'Left': 275, 'Top': 108, 'Right': 500, 'Bottom': 374}},dog: {'xyxy': {'Left': 1, 'Top': 21, 'Right': 500, 'Bottom': 373}}},
caption:a dog and a cat on a couch.,
image_embedding:[0.37, 0.02, 0.04, 0.03, 0.77, -0.52, 0.33, -0.26, 1.07, 0.26, 0.35, 0.29, -0.55, -1.01, -0.98, -0.46, 0.59, 0.06, 0.43, -1.27, 0.52, -0.42, 0.56, 0.12, 0.24, 0.5, -0.65, 0.39, 0.14, 0.12, -1.04, 0.82, 0.1, 0.43, 0.37, -0.33, 0.22, -0.37, 0.19, 0.43, 0.2, 0.48, -0.03, -0.14, -2.62, 0.42, -0.45, 0.31, 0.46, 0.75, 0.46, -0.54, -0.53, -0.24, 0.52, -0.59, 0.25, -1.13, 0.02, 0.16, 0.38, 0.65, 0.04, -0.3]"
004357.jpg,Provide a detailed and accurate description of the image within 50 words.,Two young girls walk along the sidewalk in front of a building with large windows. One girl is walking a small sheep on a leash. Both girls are wearing casual clothing. The building is a light peach color with dark brown trim and doors.,"label_boundingbox:{person: {'xyxy': {'Left': 357, 'Top': 208, 'Right': 429, 'Bottom': 331}},sheep: {'xyxy': {'Left': 426, 'Top': 273, 'Right': 497, 'Bottom': 325}}},
caption:a building,
image_embedding:[-0.34, 0.33, -0.04, 0.12, 0.21, -0.88, 0.27, -0.62, 0.29, -0.11, -1.14, -0.13, -0.33, -0.6, -0.17, 0.22, -0.95, -0.72, -0.68, -0.89, -0.56, 0.9, -0.71, -0.03, 0.08, -0.69, -0.19, 0.17, 0.34, 0.25, -0.13, -0.4, -0.48, -0.15, 0.24, 0.09, 0.53, 1.21, 0.61, 0.09, -0.03, 0.41, -0.03, 0.16, -3.47, 0.51, 1.31, -0.01, -0.94, -0.55, -0.8, 0.08, -0.28, 0.14, -0.46, 0.72, 0.24, 0.6, 0.15, -1.42, -0.25, 1.43, 0.64, -0.88]"
002206.jpg,Provide a detailed and accurate description of the image within 50 words.,"A long freight train pulls through the countryside. A blue Conrail locomotive leads the train with boxcars trailing behind it. The train is traveling through an area with trees that have yellow leaves, suggesting autumn.","label_boundingbox:{train: {'xyxy': {'Left': 51, 'Top': 135, 'Right': 372, 'Bottom': 254}}},
caption:a train,
image_embedding:[0.15, 0.0, 0.15, 0.45, -0.63, -0.04, -0.43, -0.0, 0.51, -0.8, -1.26, -0.13, 0.22, -0.71, 0.12, 0.09, 0.07, -0.39, 0.58, -0.27, 0.07, 0.82, -0.35, -0.44, -0.25, 0.47, -0.21, -0.23, -0.19, 0.4, -0.14, -0.31, 0.02, 1.25, -0.33, -0.57, 0.58, 0.4, 1.0, -1.11, -0.66, 1.41, 0.08, -0.42, -2.91, 0.67, -0.08, -0.34, -0.31, -0.56, -0.23, 0.63, -0.36, -0.6, 0.03, 0.26, -0.53, -0.14, -0.21, 0.25, 0.02, 0.09, -0.24, -0.98]"
